index,url,product_name,categories,countries_fr,nutriscore_score,nutriscore_grade,food_groups_tags,image_url,energy_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,fruits-vegetables-nuts_100g
1177555,http://world-fr.openfoodfacts.org/produit/3222477355255/cacao-maigre-en-poudre-casino-bio,Cacao maigre en poudre,"boissons, surgelés, boissons chaudes",France,12.0,e,"en:beverages,en:unsweetened-beverages",https://images.openfoodfacts.org/images/products/322/247/735/5255/front_fr.24.400.jpg,1438.0,7.3,0.0,32.0,24.0,0.03,0.0
1177612,http://world-fr.openfoodfacts.org/produit/3222477366824/gateau-creusois-aux-noisettes-casino,Gâteau creusois aux noisettes,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, gâteaux, gâteaux moelleux",France,23.0,e,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/736/6824/front_fr.19.400.jpg,1756.0,12.0,36.0,1.9,6.3,0.52,10.0
1177674,http://world-fr.openfoodfacts.org/produit/3222477371828/barres-son-d-avoine-chocolat-casino,Barres Son d'avoine & Chocolat,"snacks, snacks sucrés, barres, barres de céréales, barres de céréales au chocolat, surgelés",France,-3.0,a,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/737/1828/front_fr.23.400.jpg,1441.0,2.3,3.7,15.0,15.0,0.31,0.0
1177787,http://world-fr.openfoodfacts.org/produit/3222477425415/melange-de-fruits-a-coque-et-de-raisins-secs-casino-bio,Mélange de fruits à coque et de raisins secs,"snacks, snacks salés, amuse-gueules, biscuits apéritifs, surgelés",France,1.0,b,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/742/5415/front_fr.13.400.jpg,1929.0,3.1,37.0,6.5,10.0,0.0,100.0
1177843,http://world-fr.openfoodfacts.org/produit/3222477445901/bio-chips-a-l-ancienne-casino-bio,BIO CHIPS à l'ancienne,"aliments et boissons à base de végétaux, aliments d'origine végétale, snacks, céréales et pommes de terre, snacks salés, amuse-gueules, chips et frites, surgelés, chips, chips de pommes de terre, chips à l'ancienne, chips de pommes de terre à l'huile de tournesol",France,8.0,c,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/744/5901/front_fr.29.400.jpg,2274.0,2.8,0.5,5.5,5.0,1.3,0.0
1177906,http://world-fr.openfoodfacts.org/produit/3222477491465/filets-de-colin-d-alaska-surgeles-4-tranches-casino,Filets de colin d'Alaska surgelés 4 Tranches,"produits de la mer, poissons et dérivés, poissons, surgelés, poissons maigres, filets de poissons, fruits de mer surgelés, poissons surgelés, colins, filets de colin",France,-4.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/749/1465/front_fr.24.400.jpg,322.0,0.2,0.0,0.0,17.0,0.43,0.0
1177907,http://world-fr.openfoodfacts.org/produit/3222477491472/filets-de-colin-d-alaska-surgeles-10-tranches-casino,Filets de colin d'Alaska surgelés 10 Tranches,"produits de la mer, poissons et dérivés, poissons, surgelés, poissons maigres, filets de poissons, fruits de mer surgelés, poissons surgelés, colins, filets de colin",France,-4.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/749/1472/front_fr.20.400.jpg,322.0,0.2,0.0,0.0,17.0,0.43,0.0
1177972,http://world-fr.openfoodfacts.org/produit/3222477557635/casino-les-doodingued,Casino,"desserts, surgelés, desserts glacés, glaces et sorbets, glaces",France,5.0,c,"en:milk-and-dairy-products,en:ice-cream",https://images.openfoodfacts.org/images/products/322/247/755/7635/front_fr.3.400.jpg,340.0,0.0,19.0,0.0,0.0,0.01,21.7
1177982,http://world-fr.openfoodfacts.org/produit/3222477575240/coeurs-de-filets-de-merlu-blanc-du-cap-casino,Cœurs de filets de merlu blanc du Cap,"produits de la mer, poissons et dérivés, poissons, surgelés, plats préparés, poissons maigres, plats préparés au poisson, fruits de mer surgelés, merlu, poissons surgelés, filet de merlu, filet de merlu surgelé, merlu blanc du cap surgelé, merlu blanc du cap",France,-3.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/757/5240/front_fr.9.400.jpg,337.0,0.5,0.0,0.0,17.0,0.26,0.0
1178126,http://world-fr.openfoodfacts.org/produit/3222477663855/mayonnaise-a-l-huile-de-colza-et-moutarde-de-dijon-casino,Mayonnaise à l'huile de colza et moutarde de Dijon,"condiments, surgelés, sauces, mayonnaises",France,19.0,e,"en:fats-and-sauces,en:dressings-and-sauces",https://images.openfoodfacts.org/images/products/322/247/766/3855/front_fr.11.400.jpg,3024.0,6.6,0.0,0.0,1.9,1.4,77.0
1178182,http://world-fr.openfoodfacts.org/produit/3222477711730/poelee-paysanne-pommes-de-terre-oignons-champignons-lardons-jambon-fume-casino,Poêlée Paysanne Pommes de terre Oignons Champignons Lardons Jambon fumé,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, plats & repas préparés",France,0.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/771/1730/front_fr.3.400.jpg,572.0,1.4,1.2,2.0,4.1,0.62,22.0
1178223,http://world-fr.openfoodfacts.org/produit/3222477725287/blanc-de-dinde-6-tranches-casino,Blanc de Dinde 6 tranches,"viandes et dérivés, surgelés, viandes, charcuteries, charcuteries cuites, blancs de volaille en tranches, blancs de dinde en tranches, blancs de dinde reconstitués",France,3.0,c,"en:fish-meat-eggs,en:processed-meat",https://images.openfoodfacts.org/images/products/322/247/772/5287/front_fr.14.400.jpg,450.0,0.6,0.9,0.0,21.0,1.8,0.0
1178246,http://world-fr.openfoodfacts.org/produit/3222477727342/les-minis-vanille-enrobages-casino,Les minis vanille Enrobages,"desserts, surgelés, desserts glacés, glaces et sorbets, glaces",France,19.0,e,"en:milk-and-dairy-products,en:ice-cream",https://images.openfoodfacts.org/images/products/322/247/772/7342/front_fr.3.400.jpg,1248.0,12.0,30.0,0.0,2.4,0.22,0.0
1178414,http://world-fr.openfoodfacts.org/produit/3222477764996/brocolis-en-fleurettes-surgeles-casino,Brocolis en fleurettes surgelés,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, brocolis, brocolis surgelés, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/776/4996/front_fr.3.400.jpg,91.0,0.0,1.4,2.5,2.0,0.04,100.0
1181166,http://world-fr.openfoodfacts.org/produit/3229820188751/lentilles-carottes-bjorg,Lentilles Carottes,"aliments et boissons à base de végétaux, aliments d'origine végétale, légumineuses et dérivés, légumineuses, graines, surgelés, graines de légumineuses, plats préparés, légumineuses sèches, lentilles, lentilles préparées",France,-11.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/982/018/8751/front_fr.71.400.jpg,444.0,0.2,1.1,5.0,7.3,0.49,93.0
1181373,http://world-fr.openfoodfacts.org/produit/3229820787213/confiture-fraises-extrait-de-stevia-vivis,Confiture Fraises extrait de Stévia,"aliments et boissons à base de végétaux, aliments d'origine végétale, petit-déjeuners, produits à tartiner, pâtes à tartiner végétales, produits à tartiner sucrés, confitures et marmelades, confitures, confitures de fruits rouges, confiture de fruits allégée en sucres, confitures de fraises, surgelés",France,3.0,c,"en:sugary-snacks,en:sweets",https://images.openfoodfacts.org/images/products/322/982/078/7213/front_fr.6.400.jpg,398.0,0.0,18.8,1.0,0.5,0.05,60.0
1188398,http://world-fr.openfoodfacts.org/produit/3245412730771/pomme-dessert-de-fruits-carrefour,Pomme - Dessert de fruits,"aliments et boissons à base de végétaux, aliments d'origine végétale, desserts, aliments à base de fruits et de légumes, surgelés, fruits et produits dérivés, compotes, compotes de pomme, compotes pommes nature",France,-2.0,a,"en:fruits-and-vegetables,en:fruits",https://images.openfoodfacts.org/images/products/324/541/273/0771/front_fr.59.400.jpg,346.0,0.0,16.0,1.3,0.5,0.0,92.0
1188405,http://world-fr.openfoodfacts.org/produit/3245412733673/pommes-de-terre-a-la-sarladaise-carrefour,Pommes de terre à la Sarladaise,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, aliments à base de fruits et de légumes, surgelés, plats préparés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, préparations à base de pommes de terre, poêlées, pommes de terre surgelées, poêlées à la sarladaise",France,2.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/324/541/273/3673/front_fr.41.400.jpg,756.0,2.0,0.9,2.4,2.6,0.64,0.0
1188535,http://world-fr.openfoodfacts.org/produit/3245413161840/colin-d-alaska-a-la-florentine-surgele-carrefour,"Colin d'Alaska à la Florentine, Surgelé","produits de la mer, surgelés, plats préparés, plats préparés au poisson, gratins, gratins de poisson, plats préparés surgelés, plats préparés à réchauffer au micro-ondes, colins d'alaska à la florentine, plats préparés à réchauffer au four traditionnel, plats à base de colin",France,-1.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/541/316/1840/front_fr.65.400.jpg,393.0,2.7,1.6,1.6,10.0,0.65,14.7
1188536,http://world-fr.openfoodfacts.org/produit/3245413162595/colin-d-alaska-a-la-bordelaise-surgele-carrefour,"Colin d'Alaska à la Bordelaise, Surgelé","surgelés, plats préparés, plats préparés au poisson, plats préparés surgelés, plats préparés au poisson blanc cuit, plats préparés à réchauffer au micro-ondes, poisson blanc à la bordelaise, colin d'alaska à la bordelaise, colins-prepares, plats-prepares-a-rechauffer-au-four-traditionnel, poissons-prepares",France,-1.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/541/316/2595/front_fr.55.400.jpg,438.0,0.4,1.4,0.7,9.2,0.7,17.1
1188799,http://world-fr.openfoodfacts.org/produit/3245414091221/colin-d-alaska-a-la-parisienne-carrefour,colin d'Alaska à la parisienne,"produits de la mer, poissons et dérivés, poissons, surgelés, plats préparés, plats préparés au poisson, préparations de poisson, plats préparés surgelés, plats préparés à réchauffer au micro-ondes, colins d'alaska à la parisienne, colins préparés, plats préparés à réchauffer au bain-marie, poissons préparés",France,1.0,b,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/541/409/1221/front_fr.60.400.jpg,363.0,2.8,0.5,0.6,8.6,0.775,20.5
1188800,http://world-fr.openfoodfacts.org/produit/3245414091238/colin-d-alaska-sauce-provencale-carrefour,Colin d'Alaska sauce provençale,"produits de la mer, poissons et dérivés, poissons, surgelés, plats préparés, plats préparés au poisson, préparations de poisson, plats préparés surgelés, plats préparés au poisson blanc cuit, plats préparés à réchauffer au micro-ondes, colin d'alaska à la provençale, colins préparés, plats préparés à réchauffer au bain-marie, poissons préparés",France,-4.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/541/409/1238/front_fr.60.400.jpg,259.0,0.2,2.3,0.9,8.8,0.5,43.0
1188979,http://world-fr.openfoodfacts.org/produit/3245414662926/farine-de-ble-type-55,Farine de blé,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, céréales et dérivés, farines, surgelés, farines de céréales, farines de blé, en:white wheat flours","France,Espagne",-3.0,a,"en:cereals-and-potatoes,en:cereals",https://images.openfoodfacts.org/images/products/324/541/466/2926/front_fr.95.400.jpg,1429.0,0.3,0.9,2.3,9.3,0.02,0.0
1190592,http://world-fr.openfoodfacts.org/produit/3248451000850/ratatouille-daucy,Ratatouille,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, plats préparés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes préparés, ratatouilles",France,-4.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/324/845/100/0850/front_fr.9.400.jpg,209.0,0.4,3.4,2.0,1.0,0.76,89.0
1190651,http://world-fr.openfoodfacts.org/produit/3248451069727/brocolis-haricots-plats-carottes-carottes-jaunes-d-aucy,"Brocolis, Haricots plats, carottes & carottes jaunes","aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, mélanges d'aliments à base de plantes surgelés, mélanges de légumes, mélanges de légumes surgelés",France,-10.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/324/845/106/9727/front_fr.26.400.jpg,147.0,0.0,1.6,4.0,2.1,0.02,100.0
1191090,http://world-fr.openfoodfacts.org/produit/3248830000044/tarte-fine-tomates-mozzarella-sauce-creme-et-pesto-marie,"Tarte Fine - Tomates, mozzarella, sauce crème et pesto","surgelés, plats préparés, pizzas tartes salées et quiches, tartes, pizzas et tartes surgelées, tartes salées surgelées",France,13.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0044/front_fr.30.400.jpg,1107.0,9.3,1.7,1.1,6.2,0.82,36.43
1191103,http://world-fr.openfoodfacts.org/produit/3248830000204/tartes-du-monde-la-norvegienne-marie,Tartes du monde - La Norvégienne,"surgelés, plats préparés, pizzas tartes salées et quiches, tartes salées, tartes, plats préparés surgelés",France,13.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0204/front_fr.25.400.jpg,1087.0,8.6,1.7,1.1,7.4,0.79,19.04
1191115,http://world-fr.openfoodfacts.org/produit/3248830000419/cassolette-de-fruits-de-mer-et-quenelles-de-brochet-sauce-crustace-riz-basmati-au-pavot-marie,Cassolette de fruits de mer et quenelles de Brochet sauce crustacé Riz basmati au pavot,"surgelés, plats préparés, plats préparés au poisson, plats à base de riz",France,2.0,b,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/883/000/0419/front_fr.23.400.jpg,654.0,2.9,0.6,0.0,6.0,0.67,1.77
1191120,http://world-fr.openfoodfacts.org/produit/3248830000464/croustimoelleuse-extreme-nordique-marie,CroustiMoelleuse EXTREME Nordique,"surgelés, plats préparés, pizzas tartes salées et quiches, pizzas, pizzas et tartes surgelées, plats préparés surgelés, pizzas surgelées, pizza au saumon",France,2.0,b,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0464/front_fr.30.400.jpg,861.0,2.6,1.7,1.9,6.9,0.83,4.8
1191123,http://world-fr.openfoodfacts.org/produit/3248830000495/papillote-de-cabillaud-riz-aux-petits-legumes-marie,Papillote de cabillaud Riz aux petits légumes,"surgelés, plats préparés, plats préparés au poisson, plats à base de riz, plats au cabillaud",France,0.0,b,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/883/000/0495/front_fr.58.400.jpg,581.0,0.7,1.1,0.8,5.8,0.57,27.5
1191124,http://world-fr.openfoodfacts.org/produit/3248830000501/papillote-de-crevettes-petits-legumes-et-riz-marie,Papillote de Crevettes Petits légumes et riz,"surgelés, plats préparés, plats aux fruits de mer, plats aux crevettes",France,2.0,b,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/324/883/000/0501/front_fr.20.400.jpg,520.0,2.3,1.2,1.0,4.2,0.67,35.0
1191132,http://world-fr.openfoodfacts.org/produit/3248830000600/tarte-aux-poireaux-emmental-et-creme-fraiche-pur-beurre-marie,Tarte aux Poireaux Emmental et Crème Fraîche Pur Beurre,"surgelés, plats préparés, pizzas tartes salées et quiches, tartes salées, tartes, pizzas et tartes surgelées, quiches, tartes salées surgelées, quiches au poireau",France,11.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0600/front_fr.19.400.jpg,871.0,7.2,2.3,1.7,5.3,0.86,30.27
1191133,http://world-fr.openfoodfacts.org/produit/3248830000617/tarte-chevre-epinards-pur-beurre-marie,Tarte Chèvre Epinards Pur Beurre,"surgelés, plats préparés, pizzas tartes salées et quiches, tartes salées, tartes",France,12.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0617/front_fr.15.400.jpg,988.0,8.5,2.0,1.2,7.1,0.8,13.75
1191134,http://world-fr.openfoodfacts.org/produit/3248830000624/tarte-aux-noix-de-st-jacques-pur-beurre-marie,Tarte aux Noix de St Jacques Pur Beurre,"surgelés, plats préparés, pizzas tartes salées et quiches, tartes salées, tartes",France,13.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/324/883/000/0624/front_fr.17.400.jpg,1035.0,8.2,2.1,1.4,7.6,0.76,19.92
